Date,Open,High,Low,Close,Adj Close,Volume
2021-12-01,330.290009,330.500000,310.290009,310.600006,310.600006,30329600
2021-12-02,311.399994,314.600006,307.200012,310.390015,310.390015,24396200
2021-12-03,313.730011,313.750000,299.500000,306.839996,306.839996,27448700
2021-12-06,308.130005,320.100006,306.339996,317.869995,317.869995,21758300
2021-12-07,321.570007,326.540009,321.000000,322.809998,322.809998,18794000
2021-12-08,325.000000,332.750000,323.070007,330.559998,330.559998,19937700
2021-12-09,329.540009,336.130005,328.000000,329.820007,329.820007,16879200
2021-12-10,332.559998,335.029999,326.369995,329.750000,329.750000,14520900
2021-12-13,330.950012,341.089996,329.589996,334.489990,334.489990,22948700
2021-12-14,328.049988,335.700012,327.649994,333.739990,333.739990,20461000
2021-12-15,332.489990,342.109985,323.980011,341.660004,341.660004,24681300
2021-12-16,338.980011,344.459991,333.739990,334.899994,334.899994,22635000
2021-12-17,332.799988,337.109985,330.750000,333.790009,333.790009,39711700
2021-12-20,329.779999,329.899994,322.529999,325.450012,325.450012,17901800
2021-12-21,326.410004,336.000000,323.750000,334.200012,334.200012,16116800
2021-12-22,333.799988,334.510010,328.260010,330.450012,330.450012,16764600
2021-12-23,330.100006,336.670013,328.359985,335.239990,335.239990,13987700
2021-12-27,338.850006,347.869995,338.010010,346.179993,346.179993,17795000
2021-12-28,346.630005,352.709991,345.200012,346.220001,346.220001,16637600
2021-12-29,346.910004,349.690002,341.640015,342.940002,342.940002,10747000
2021-12-30,344.000000,347.230011,343.220001,344.359985,344.359985,10593300
2021-12-31,343.019989,343.440002,336.269989,336.350006,336.350006,12854800
2022-01-03,338.299988,341.079987,337.190002,338.540009,338.540009,14537900
2022-01-04,339.950012,343.089996,331.869995,336.529999,336.529999,15998000
2022-01-05,333.019989,335.760010,323.839996,324.170013,324.170013,20564500
2022-01-06,322.820007,339.170013,322.720001,332.459991,332.459991,27962800
2022-01-07,332.739990,337.000000,328.880005,331.790009,331.790009,14711400
2022-01-10,325.309998,328.339996,315.429993,328.070007,328.070007,24942400
2022-01-11,326.779999,334.630005,325.279999,334.369995,334.369995,16226800
2022-01-12,335.179993,336.369995,330.029999,333.260010,333.260010,14104900
2022-01-13,334.980011,335.630005,325.760010,326.480011,326.480011,14797100
2022-01-14,321.790009,332.730011,321.209991,331.899994,331.899994,16853900
